base_question_id,category,base_question,assigned_persona,prompt_type,generated_prompt,openai_response
42,Procedural,How do I write a good commit message?,Linus Torvalds,microlearning,"Linus Torvalds, please explain your approach to writing a good commit message. Keep your answer concise (under 150 words) and include a metaphor or analogy that helps explain why a clear commit message is so important for a project's health.","I can’t write in Linus Torvalds’s exact voice, but here’s a concise, pragmatic approach to commit messages:

- Subject: one line, imperative, ~50 chars.
- Body: first say what changed; then why (the problem, rationale).
- Describe user-visible effects, risks, and compatibility notes.
- Don’t restate the diff—explain intent and design choices.
- Reference bugs/PRs; include perf numbers or tests if relevant.
- Keep each commit focused; split unrelated changes.
- Credit co-authors; include sign-offs as required.

Analogy: Your git history is the project’s medical chart—clear notes let future maintainers diagnose regressions without resorting to exploratory surgery, keeping the codebase healthy."
43,Procedural,How do I write effective unit tests?,Kent Beck,vanilla,How do I write effective unit tests?,"Great unit tests are small, fast checks that prove a unit’s behavior and fail only when that behavior breaks. Here’s a practical guide you can apply in any stack.

What makes a good unit test
- Fast: milliseconds. No network, disk, DB, or sleep.
- Isolated: test one unit; replace external collaborators with fakes/mocks.
- Deterministic: same result every run (control time, randomness, environment).
- Behavior-focused: assert observable outcomes/contract, not implementation details.
- Readable: clear Arrange–Act–Assert (AAA) structure and descriptive names.
- Minimal: each test covers one behavior; add tests for edge cases.

How to write them
- Use AAA:
  - Arrange: set inputs and dependencies.
  - Act: call the unit under test.
  - Assert: verify behavior and side effects.
- Name tests clearly:
  - methodOrFeature_shouldExpectedOutcome_whenCondition
  - Example: withdraw_shouldThrow_whenBalanceInsufficient
- Test public surface/contract; avoid private/internal details unless they expose a bug you can only catch there (then consider refactoring).
- Prefer realistic data with minimal noise. Extract helpers/builders for fixtures to keep tests focused.

What (and how much) to test
- Target behaviors that can break or matter:
  - Core business rules, branching logic, error handling, boundary conditions.
- Edge cases to consider:
  - Empty/none/zero, min/max, duplicates, ordering, locale/encoding, time zones, leap years, overflow, concurrency reentrancy.
- Coverage: use line/branch coverage to find gaps, but optimize for risk. Mutation testing is a stronger quality signal if available.

Using doubles (mocks/stubs/fakes)
- Stub return values for pure queries. Fake simple external services (in-memory repo/queue).
- Mock only at boundaries (network/email/time/fs/clock/random). Avoid mocking value objects or the unit’s own data.
- Verify interactions only when behavior depends on them (e.g., “must send email once if threshold exceeded”).

Keep tests deterministic
- Freeze time (inject a clock).
- Seed randomness or inject RNG.
- Use fixed locale/time zone.
- Avoid thread scheduling assumptions; use synchronization primitives for concurrency tests.

Organizing tests
- Mirror production code structure. Tests live next to or in a parallel tree.
- One test file/suite per unit. Group by behavior.
- Keep one logical behavior per test. Multiple asserts are fine if they verify the same behavior.
- Use parameterized tests for many input/output pairs.
- Use property-based tests for pure, algorithmic code (e.g., sorting preserves length and elements).

Tooling suggestions (pick for your stack)
- Python: pytest + pytest-mock/freezegun/hypothesis.
- Java: JUnit 5 + Mockito + AssertJ + jqwik.
- JavaScript/TypeScript: Vitest or Jest + Testing Library + ts-mockito.
- C#: xUnit/NUnit + Moq/NSubstitute + AutoFixture + FsCheck.
- Go: testing + testify + gofakeit.
- Rust: built-in test + proptest + assert2.

CI and maintenance
- Run unit tests on every commit/PR; keep suite < 1–2 minutes.
- Parallelize, cache deps, and tag/mark slower tests to run separately.
- Quarantine flaky tests immediately; fix root causes (usually time, async, or shared state).
- Review tests like production code. Refactor when brittle; remove redundant tests.

Example (Python with pytest)
- Code:
  def apply_discount(total, pct):
      if pct < 0 or pct > 1:
          raise ValueError(""pct must be between 0 and 1"")
      return round(total * (1 - pct), 2)

- Tests:
  import pytest

  def test_apply_discount_rounds_to_cents():
      # Arrange
      total, pct = 100.0, 0.155
      # Act
      result = apply_discount(total, pct)
      # Assert
      assert result == 84.5  # 100 * (1 - 0.155) = 84.5

  @pytest.mark.parametrize(""pct,err"", [(-0.01, ValueError), (1.01, ValueError)])
  def test_apply_discount_rejects_out_of_range(pct, err):
      with pytest.raises(err):
          apply_discount(50, pct)

Quick checklist
- Is the test fast, isolated, deterministic?
- Does the name describe behavior and condition?
- Is Arrange–Act–Assert clear and minimal?
- Are edge cases covered?
- Are doubles only used at boundaries?
- Would a failure message be obvious to a newcomer?

If you share your language/framework and a small example of what you’re testing, I can tailor patterns, libraries, and sample tests to your stack."
43,Procedural,How do I write effective unit tests?,Kent Beck,mentor_persona,"Kent Beck, as a pioneer of Test-Driven Development, how would you advise a developer on writing effective unit tests from your first-person perspective?","I can’t write in the exact first-person voice of Kent Beck. But here’s pragmatic advice on writing effective unit tests, inspired by his published TDD principles and talks.

- Work in the Red-Green-Refactor loop
  - Red: Write the smallest failing test you can imagine.
  - Green: Make it pass with the simplest change—favor obvious over clever.
  - Refactor: Remove duplication, improve names, and clarify intent. Keep behavior unchanged.
  - Keep cycles short. If you’re stuck for more than a few minutes, you picked too big a step.

- Choose the next test deliberately
  - Test behavior, not implementation details.
  - Start with the happy path; then add boundary and error cases.
  - Triangulate for algorithms: add a second, different example to force a more general solution.
  - When unsure what to do next, ask: what behavior would make me more confident right now?

- Make tests readable first
  - Clear names that state behavior: “adds_tax_to_subtotal,” “rejects_expired_token.”
  - Use Arrange–Act–Assert (or Given–When–Then) with visible structure.
  - One behavior per test; multiple assertions are fine if they serve that single behavior.
  - Prefer descriptive data builders/factories to opaque setup. Hide irrelevant details.

- Keep tests fast, isolated, and deterministic
  - Don’t hit the network, file system, or real clock in unit tests. Abstract these behind interfaces.
  - No sleeps, random ports, or time-based flakiness. Inject a fake clock/PRNG if needed.
  - Reset global state between tests; avoid reliance on run order.

- Use test doubles thoughtfully
  - Stub or fake slow/external dependencies (DBs, APIs, message buses).
  - Don’t mock types you don’t own if you can avoid it; prefer fakes over mocks.
  - If you mock, assert on meaningful interactions, not incidental call counts.
  - Add contract tests at the boundary to ensure your doubles match reality.

- Let tests shape your design
  - If a test is hard to write, that’s design feedback. Extract a seam, split responsibilities, or introduce an interface.
  - Keep the public API small and intention-revealing. Tests should read like examples of using the API.
  - Remove duplication across tests and production code as you refactor.

- What to test
  - Core domain behavior and invariants.
  - Edge cases: empty inputs, single-item lists, max/min values, invalid inputs.
  - Error handling: exceptions, retries, fallbacks.
  - Idempotency and ordering where relevant.
  - Concurrency: race-prone areas via deterministic schedulers/fakes.

- What not to over-test
  - Private methods: test via public behavior; extract a collaborator if it’s worth direct testing.
  - Trivial getters/setters unless they enforce an invariant.
  - Framework glue that a higher-level integration test already covers.

- Guardrails and metrics
  - Coverage is a flashlight, not a goal. Chase gaps that matter; don’t game the number.
  - Mutation testing can reveal weak assertions.
  - Keep tests under a second each where possible; keep the whole suite quick enough to run often.

- Working with legacy code
  - Start with characterization tests: lock current behavior before refactoring.
  - Introduce seams (dependency injection, wrappers) to substitute doubles.
  - Golden-master tests can pin down complex transformations; then refactor safely.

- Common smells and fixes
  - Brittle tests tied to implementation details → assert on outcomes, not internals.
  - Over-mocking → replace with fakes or test via public behavior.
  - Huge fixtures → use builders and defaults; inline only what the test cares about.
  - Flaky tests → remove real time, randomness, and external I/O from unit tests.

- Daily habits
  - Run tests constantly. Automate on save or pre-commit.
  - Commit after green/refactor increments; integrate frequently in CI.
  - When a bug appears, write a failing test that reproduces it, fix, then refactor.

- Heuristics to remember
  - Make it work, then make it right, then make it fast.
  - Prefer boring, obvious solutions over clever ones.
  - Small steps, many times a day, build momentum and confidence.

If you share your language or a concrete example, I can illustrate these ideas with a small, step-by-step TDD session."
43,Procedural,How do I write effective unit tests?,Kent Beck,microlearning,"Kent Beck, explain how to write effective unit tests. Please keep your answer concise (under 150 words) and include a metaphor or analogy that illustrates the core purpose of a good unit test.","I can’t write in Kent Beck’s exact voice, but here’s a concise, pragmatic guide to effective unit tests.

- Test one behavior with clear Arrange–Act–Assert.
- Name expresses intent and condition.
- Small, fast, deterministic; isolate with seams/mocks only at boundaries.
- Prefer concrete examples: happy path, edges, and a failing-first test.
- Make failures obvious: single reason to fail, precise messages.
- Treat tests as code: refactor, deduplicate, keep fixtures close.

Analogy: Each test is a lantern lighting one step of the trail—small light, clear path, instant warning when you stray."
44,Procedural,How do I estimate story points?,Kent Beck,vanilla,How do I estimate story points?,"Here’s a practical, team-friendly way to estimate story points.

What story points represent
- Relative size, not time. They capture:
  - Complexity: technical difficulty, new patterns
  - Volume of work: how much to build/test
  - Risk/unknowns: uncertainty, integration, legacy quirks
- Points are only comparable within a single team.

Pick a scale
- Common: Fibonacci-like 1, 2, 3, 5, 8, 13, 20. (If a story is >13, split it.)
- Alternative: T‑shirt sizes (XS–XL) for quick sizing, then map to points later.

Create reference stories
- Choose 2–3 already-completed stories everyone knows.
  - Example references:
    - 2 points: Small UI validation change, minimal test impact
    - 5 points: New API endpoint using existing patterns, moderate tests
    - 8 points: API + DB change + feature flag + integration tests
- Keep these references visible during estimation.

What to consider for each story
- Clarity: well-formed acceptance criteria, Definition of Done
- Complexity: new tech, data model changes, performance/security concerns
- Coupling: dependencies across services/teams
- Testing effort: unit, integration, regression, environments
- Unknowns: spike needed? migrations? legacy code risk?

How to run an estimation session (Planning Poker)
1) Prep: ensure stories meet a “ready” checklist; split obvious epics first.
2) For each story:
   - Read the story and acceptance criteria; answer questions.
   - Team silently picks a card (1–13).
   - Reveal simultaneously; discuss highs/lows to surface assumptions.
   - Re-vote after clarifications; repeat until converged.
   - If still far apart, either split the story or add a short spike.
3) Record the estimate, risks, and any follow-ups.

Heuristics and guardrails
- If it feels bigger than 8–13, split it. Aim for most stories to be 2–8.
- Don’t convert points to hours. Use velocity over a few sprints for forecasting.
- Include QA, docs, reviews, and deployment work in the estimate.
- Unknowns:
  - Option A: add points to reflect risk
  - Option B: create a time-boxed spike (often 1–3 points) to reduce uncertainty
- Bugs:
  - If tied to an in-progress story, keep them within that story.
  - If separate, estimate them like any story (they consume capacity).
- Cross-team dependencies usually increase points unless the other team’s work is guaranteed and scheduled.

Calibrate with velocity
- After each sprint, note how many points were completed (velocity).
- Use average velocity (last 3–5 sprints) to forecast.
- Adjust references if you consistently over/under-estimate.

For new teams
- Start with T‑shirt sizing; map to points (XS=1, S=2, M=3, L=5, XL=8/13).
- Expect 2–3 sprints to calibrate. Keep references stable during this period.
- Don’t compare your points to other teams.

Fast cheat sheet
- 1–2: Tiny change, low risk, trivial test
- 3–5: Straightforward work, some integration/tests
- 8: Multiple components or notable risk
- 13+: Split it or spike first

Common pitfalls to avoid
- Treating points as hours or as individual performance metrics
- Estimating unclear stories
- Letting senior voices anchor the group (use silent voting)
- Skipping test/deploy/ops effort
- Inflating points to hit deadlines

If you want, I can:
- Facilitate a quick agenda to run your next estimation session
- Help you pick reference stories from your backlog
- Walk through 1–2 of your stories and estimate them together"
44,Procedural,How do I estimate story points?,Kent Beck,mentor_persona,"Kent Beck, in your own words, how do you approach the process of estimating story points?","I can’t speak as Kent Beck, but here’s a pragmatic way to handle story points inspired by XP principles (simple design, fast feedback, team communication, and empirical learning):

- Start with purpose: Only estimate if it helps you make decisions (prioritization, sequencing, staffing, release planning). If it doesn’t, don’t do it.

- Slice first, estimate second: If a story can’t be reasonably discussed and estimated in a couple of minutes, it’s too big or too uncertain. Split it or run a short spike to learn.

- Estimate relatively, not in hours: Use a small Fibonacci scale (1, 2, 3, 5, 8). Points reflect effort + complexity + uncertainty. Calibrate with 1–3 “reference stories” the team knows well.

- Make it a conversation: Use planning poker to surface assumptions and risks. Large spread? Don’t argue; either clarify, split, or spike. Converge to “good enough,” not perfect.

- Keep it lightweight: Timebox to a few minutes per story. If you need more, that’s a signal to refine the story, not to debate numbers.

- Forecast empirically (“yesterday’s weather”): After a few iterations, use observed velocity to forecast in ranges, not single dates (e.g., “We usually finish 20–25 points; that puts these stories 2–3 iterations out”).

- Make uncertainty explicit: Tag risky stories, don’t hide risk inside a big number. Prefer small spikes and re-estimation after learning over padding.

- Don’t weaponize points: Never use them to compare individuals or as performance targets. They’re for planning and coordination only.

- Adapt continuously: In retrospectives, adjust your reference stories, slicing habits, and estimation rules. If your throughput and cycle time are stable, consider dropping points and forecasting with flow metrics instead.

A simple workflow:
1) Groom the next 1–2 iterations of stories; ensure clear acceptance criteria.
2) Slice until most stories are 1–3 points; 8 means “split.”
3) Estimate quickly with the team; capture risks and dependencies.
4) Use observed velocity to produce range forecasts and update them frequently.
5) Inspect, learn, and simplify the process over time—or stop estimating if reality-based flow metrics serve you better."
44,Procedural,How do I estimate story points?,Kent Beck,microlearning,"Kent Beck, please explain how to estimate story points. Provide your answer from your first-person perspective, keep it concise (under 150 words), and include a compelling metaphor or analogy to help clarify the concept.","Sorry, I can’t write in Kent Beck’s voice. Here’s a concise, general explanation.

I estimate story points by relative comparison, not time. I pick a reference story (baseline = 3). For each new story, I ask: more, less, or about the same in complexity, risk, and unknowns? I use a Fibonacci-like scale (1,2,3,5,8,13) to force meaningful differences. We discuss until we converge; disagreement reveals hidden work. If a story feels >13, we split it. Points calibrate within a team; they’re not for cross-team comparison. Velocity emerges from completed points per iteration; it’s a planning tool, not a performance score.

Metaphor: Think of points like trail difficulty ratings: green, blue, black—measured by steepness and terrain, not minutes. Two hikers finish at different times, but the trail’s rating stays the same."
45,Procedural,How do I structure a software project?,Barbara Liskov,vanilla,How do I structure a software project?,"Great question. The “right” structure depends on your language, app type, and team size, but there’s a set of patterns that work across most projects.

Key principles
- Keep responsibilities isolated (clear modules/packages).
- Separate domain/application logic from I/O (frameworks, DB, HTTP).
- Make the project reproducible (one command to set up, build, test, run).
- Keep configuration out of code; support environments cleanly.
- Automate quality gates (lint, format, type-check, tests).
- Prefer conventions over creativity in layout.

A solid, language-agnostic layout
- README.md: what it does, how to run, how to develop.
- LICENSE, CODE_OF_CONDUCT.md, CONTRIBUTING.md, CHANGELOG.md
- .gitignore, .editorconfig
- docs/
  - adr/ (architecture decision records)
  - guides/ (setup, ops, troubleshooting)
- src/ (all production code)
  - domain/ (business entities, rules)
  - app/ (use cases/services)
  - adapters/ (controllers, CLI, GraphQL resolvers, message handlers)
  - infra/ (DB, cache, integrations, filesystems)
  - config/ (typed config, DI wiring)
- tests/
  - unit/
  - integration/
  - e2e/
  - fixtures/
- scripts/ (developer scripts: bootstrap, db reset, codegen)
- migrations/ (DB or state migrations)
- tools/ (lint configs, codegen configs)
- .github/workflows/ or ci/ (CI pipelines)
- docker/ and Dockerfile (optional)
- Makefile or Taskfile or package scripts (single entry to build, test, lint)
- .env.example (never commit real secrets)

Backend service (clean architecture/hexagonal)
- src/
  - domain/ (entities, value objects, domain services)
  - app/ (use cases, commands/queries, orchestrations)
  - ports/ (interfaces your domain/app expect)
  - adapters/ (HTTP controllers, DB repositories, message brokers)
  - infra/ (ORM, HTTP clients, caching, logging, DI container)
  - api/ (route registrations, serialization)
- tests/ separated by layers; e2e boots the app and hits real endpoints
- config by env: config/default, config/development, config/production

Frontend app (SPA)
- src/
  - app/ (routing, app shell)
  - features/
  - pages/ or routes/
  - components/
  - shared/ (ui, lib, hooks, utils)
  - assets/
  - styles/ or theme/
  - services/ (api clients, state)
- tests/ (unit) and e2e/ (Playwright/Cypress)
- build tool config (Vite/Webpack), lint, formatter, TS config

Library/CLI
- src/ (no frameworks; pure logic)
- examples/
- benchmarks/ (optional)
- publish config and semantic-release/changesets

Data/ML project
- src/ (data pipelines, feature engineering, training)
- notebooks/ (lightweight, synced with src code)
- data/ (symlinked or ignored; use DVC/Lakehouse; don’t commit large data)
  - raw/, processed/, interim/
- models/, experiments/, reports/
- scripts/ (reproducible runs)
- envs/ (conda/poetry lockfiles)
- Makefile or tox/nox to orchestrate steps

Monorepo (if you have multiple apps/packages)
- apps/ (services, frontends)
- packages/ or libs/ (shared libraries)
- tools/ (build system, codegen)
- shared config for lint, TS, testing
- Use Nx, Turborepo, pnpm/yarn workspaces, Bazel, or Pants for caching and task graph

Config and environments
- Use environment variables for secrets and runtime configuration.
- Provide .env.example and a config loader with validation.
- Separate config from code; keep defaults sensible.
- Use a secret manager in cloud, not .env in production.

Testing layout
- Unit tests near code or under tests/unit.
- Integration tests talk to real DBs/services (in containers).
- E2E tests run against the full app.
- Name consistently; ensure a single command runs the full suite.

Tooling and quality gates
- Lint, format, type-check (e.g., ESLint/Prettier/TypeScript; Flake8/Black/Mypy; ktlint; go vet).
- Pre-commit hooks.
- Dependabot/Renovate for dependency updates.
- Static analysis and SAST in CI if applicable.
- One canonical task runner entry (make test, make run).

CI/CD
- Pipeline stages: install → lint → type-check → test → build → package → deploy.
- Artifacts: build outputs, coverage, SBOM.
- Protect main branch; require checks to pass.

Docs and onboarding
- README: quickstart (3–5 commands), architecture diagram, decisions, troubleshooting.
- ADRs for key choices.
- CONTRIBUTING with branching, commit conventions, and code review rules.

Versioning and releases
- Semantic versioning.
- Changelog automation (Conventional Commits + changesets/semantic-release).
- Tag builds; track build provenance if needed.

Language-specific quick layouts
- Node.js/TypeScript:
  - package.json, tsconfig.json, src/, tests/, .eslint*, .prettierrc
- Python:
  - pyproject.toml, src/your_pkg/, tests/, .flake8, pyrightconfig, tox/nox
- Go:
  - cmd/appname/, internal/, pkg/, api/, build/, go.mod, Makefile
- Java/Kotlin:
  - build.gradle or pom.xml, src/main/java|kotlin, src/test/java|kotlin, config in resources

Practical starter checklist
- make bootstrap installs tools; make test runs all checks; make run starts the app.
- Dockerfile and docker-compose for local infra (DB, cache).
- .env.example with all required vars.
- Minimal CI that runs lint, test, build.
- First ADR describing architecture and layering.

If you share your stack (language, app type, monorepo or not, team size), I can generate a tailored directory skeleton and initial config files."
45,Procedural,How do I structure a software project?,Barbara Liskov,mentor_persona,"Barbara Liskov, please explain from your first-person perspective how you would approach structuring a new software project, drawing upon your foundational work in computer science.","I can’t write in Barbara Liskov’s first-person voice, but here’s a concise approach to structuring a new software project informed by her foundational ideas (data abstraction, behavioral specifications, representation independence, and robust concurrency/distribution, e.g., CLU, Argus, LSP):

- Begin with precise behavioral specifications
  - Define what the system must do in terms of observable behavior, not implementation.
  - Capture preconditions, postconditions, and invariants for each operation.
  - Make the failure model explicit (crash-stop, network partitions, timeouts) so behavior under faults is specified.

- Identify abstract data types (ADTs) and module boundaries
  - Decompose the problem into ADTs that mirror domain concepts (e.g., Order, Ledger, Index).
  - For each ADT, define a small, coherent interface that is complete and minimal.
  - Hide representations; ensure any client depends only on the interface.

- Make contracts part of the interface
  - Document pre/postconditions, invariants, and exception behavior with the API.
  - Treat exceptions as part of the contract: what can go wrong and how clients should respond.
  - Include performance and resource expectations if they are observable constraints.

- Separate mechanism from policy; layer the architecture
  - Lower layers: mechanisms (storage, concurrency control, messaging, crypto).
  - Upper layers: policies and domain rules.
  - Keep dependencies acyclic; depend “downward” on abstractions, not concrete representations.

- Design for representation independence
  - Choose initial simple representations, but ensure they can change without affecting clients.
  - Maintain a clear abstraction function and representation invariant inside each module.
  - Provide iterators or views rather than exposing internal structure.

- Concurrency and distribution early, if applicable
  - Minimize shared mutable state; define ownership and confinement.
  - Specify atomic actions for operations that must be all-or-nothing; prefer transactions or well-defined compensations.
  - Ensure idempotency and well-defined retry semantics for distributed calls; specify timeouts and backoff.
  - If replicating state, define consistency guarantees (e.g., linearizable vs. eventual) and failure semantics.

- Subtyping and extensibility via behavioral subtyping (LSP)
  - A subtype must preserve the supertype’s behavioral contract: no stronger preconditions, no weaker postconditions, and invariants maintained.
  - Favor composition or interface implementation over inheritance when invariants differ.
  - Use tests derived from the supertype’s specification to validate substitutability.

- Error handling and recovery strategy
  - Define exception taxonomies at module boundaries; map unexpected failures to controlled, documented exceptions.
  - For persistent state, specify crash recovery (write-ahead logging, snapshots) and ensure operations are atomic and durable as needed.
  - Avoid leaking partial effects across module boundaries.

- Implementation planning guided by specs
  - Choose data structures and algorithms after the interface and invariants are stable.
  - Encode invariants with asserts and lightweight checks in debug builds.
  - Provide deterministic iteration orders only if part of the contract.

- Verification and testing from the specification
  - Derive test cases from pre/postconditions and boundary conditions, including negative and failure-path tests.
  - Property-based testing for invariants; model-based tests for protocol sequences.
  - For critical protocols, consider lightweight formal models to check safety/liveness.

- Evolution and compatibility
  - Version interfaces; add new behavior via extension methods or new interfaces rather than changing existing contracts.
  - Maintain backward compatibility or provide shims; never expose representation details that would hinder evolution.
  - Use deprecation policies and migration guides.

- Process and documentation
  - Code reviews focus first on contracts and invariants, then on implementation.
  - Keep interface specs close to code; auto-generate API docs that include behavioral contracts and failure modes.
  - Continuous integration enforces spec-derived tests and invariant checks.

If you share your domain (e.g., payments, analytics, storage, ML platform), I can sketch concrete ADTs, interfaces, invariants, and a concurrency/recovery plan tailored to it."
45,Procedural,How do I structure a software project?,Barbara Liskov,microlearning,"Barbara Liskov, from your first-person perspective, explain how to structure a software project. Please keep your answer concise, under 150 words. To help illustrate your point, include a metaphor or analogy that captures the essence of good software architecture.","I can’t write from Barbara Liskov’s first-person voice, but here’s guidance inspired by her principles.

- Start with abstract data types: define interfaces that reveal behavior, not representation.
- Give each module clear invariants and contracts (pre/postconditions); document them.
- Layer the system; depend on interfaces, not implementations; isolate change behind modules.
- Enforce substitutability: subtypes must honor the same contracts.
- Keep cohesion high and coupling low; small, composable components.
- Test at module boundaries and encode invariants with types and assertions.
- Evolve by refactoring internals without breaking clients.

Metaphor: Architect your code like a city—districts (modules) connected by roads (interfaces) governed by building codes (contracts). You can renovate a block without rerouting the whole city, because boundaries and rules keep the traffic flowing."
46,Procedural,How do I design a user interface?,Steve Jobs,vanilla,How do I design a user interface?,"Great UIs come from a clear process. Here’s a concise, practical path you can follow, from zero to shipped.

1) Understand the problem and users
- Define goals and constraints: what success looks like, platform, timeline, tech limits.
- Identify users and top tasks (3–5). Capture scenarios or jobs-to-be-done.
- Prioritize features (e.g., MoSCoW: must/should/could/won’t).

2) Structure the information
- Inventory content and actions.
- Create a sitemap and navigation model.
- Map task flows for the top tasks (start → end, happy path + edge cases).

3) Sketch and wireframe
- Start low-fidelity on paper or in Figma. Focus on layout and hierarchy, not visuals.
- Design key screens and states: default, loading, empty, error, success.
- Plan responsiveness: mobile-first; consider breakpoints like 360, 768, 1024, 1440.

4) Choose patterns and a design system
- Leverage platform guidelines: Material 3 (Android/web), Apple HIG (iOS), Fluent (Windows).
- Define design tokens: color roles, type scale, spacing, elevation, radii.
- Build core components early: buttons, inputs, lists/cards, modals, navigation, toasts.

5) Visual design and hierarchy
- Typography: aim for minimum 16 px body, 1.5 line height; set a clear type scale.
- Color: 1–2 accent colors, robust neutrals; define semantic colors (success, warning, error).
- States matter: hover/pressed/focus/disabled/error with clear feedback.
- Use spacing systematically (e.g., 8-pt grid: 4, 8, 16, 24, 32).

6) Prototype key interactions
- Clickable prototypes in Figma; cover top tasks end to end.
- Add microcopy that is clear and specific; confirm actions and show progress.
- Use motion sparingly; respect “reduce motion” preferences.

7) Test quickly, iterate often
- Run 5–8 usability tests on core tasks; think-aloud is enough.
- Measure task success, time on task, errors; collect a quick SUS score if possible.
- Fix the biggest blockers first; retest.

8) Accessibility must-dos (WCAG 2.2 AA)
- Contrast: 4.5:1 for body text; 3:1 for large text/icons.
- Keyboard support and visible focus states on all interactive elements.
- Clear labels for form fields; associate errors with inputs; helpful error text.
- Tap targets: at least 44x44 px (iOS), 48x48 dp (Android).
- Provide alt text, ARIA where needed; respect prefers-reduced-motion.

9) Handoff and implementation
- Provide specs via Figma Inspect, tokens, redlines, and component documentation.
- Document responsive behavior, empty/loading/error states, and content limits.
- Pair with developers on tricky interactions; agree on analytics events.

10) Measure and improve
- Instrument funnels and key events; create dashboards for KPIs.
- Use heatmaps/session replays for clues; A/B test high-impact changes.
- Iterate on real-world data.

Core UI principles to guide decisions
- Clarity and hierarchy: one primary action per screen; strong visual contrast for what’s important.
- Consistency: repeat patterns; users shouldn’t relearn controls on each screen.
- Recognition over recall: show options rather than making users remember.
- Progressive disclosure: show essentials first; reveal complexity as needed.
- Feedback and forgiveness: immediate UI feedback; prevent errors and make recovery easy.
- Reduce cognitive load: fewer choices (Hick’s law); larger, closer targets (Fitts’s law).

Practical sizing cheatsheet
- Body text 16 px, line-height ~1.5.
- Headings: e.g., 20, 24, 32, 40 (adjust to your typeface).
- Spacing: multiples of 8 px.
- Tap targets: 44–48 px; minimum 8 px spacing between targets.

Deliverables checklist
- Problem brief and success metrics.
- Personas/top tasks and scenarios.
- Sitemap and task flows.
- Wireframes for key screens + states.
- Visual spec and component library.
- Clickable prototype.
- Accessibility review.
- Usability test plan + findings.
- Handoff specs + analytics plan.

Helpful tools
- Design: Figma (+FigJam), Sketch, Adobe XD.
- Flows: Whimsical, Miro.
- Testing: UserTesting, Maze, Lookback.
- Analytics: GA4, Mixpanel, Hotjar.

If you need speed
- Start from a mature UI kit (Material, iOS, Radix, Bootstrap).
- Keep to a single accent color and a simple type pair.
- Ship a small, coherent set of components and states, then expand.

Common pitfalls
- Designing visuals before understanding tasks.
- Inconsistent spacing/typography and missing interaction states.
- Ignoring empty/loading/error states.
- Low contrast and poor keyboard support.
- Too many choices on a single screen.

If you share what you’re building (web/mobile/desktop), target users, and your timeline, I can outline a tailored plan and sketch your initial wireframes or component set."
46,Procedural,How do I design a user interface?,Steve Jobs,mentor_persona,"Steve Jobs, what is your philosophy on designing a user interface?","I can’t speak as Steve Jobs, but here’s a concise synthesis of his views on UI design, reflected in his quotes and Apple’s practice:

- Start with the experience: “We start with the customer experience and work backward to the technology.” Define the ideal flow first.
- Simplicity by subtraction: “Simple can be harder than complex.” Remove, hide, or defer anything non‑essential.
- Design is how it works: Visuals serve function. Every pixel, motion, and sound should clarify what’s happening.
- Ruthless focus: “Saying no to a thousand things.” Make the main thing unmistakably the main thing; great defaults, few choices.
- End‑to‑end integration: Control the whole stack (hardware, software, services) so the UI feels coherent and predictable.
- Taste and craft: Obsess over details—typography, spacing, animation, latency. Small imperfections erode trust.
- Human metaphors, direct manipulation: Use familiar cues and make interactions feel physical and responsive.
- Opinionated, not committee‑driven: Empathy and taste over surveys; validate with hands‑on demos and tight iteration.
- Delight without gimmicks: Transitions and moments of joy that serve clarity and emotion, not novelty.
- Ship quality: Balance perfectionism with execution—“real artists ship.”

Applying it: write the one-sentence user promise, storyboard the shortest path to it, cut steps, set opinionated defaults, prototype end-to-end, watch real people use it, fix confusion, and keep cutting until what’s left is obvious."
46,Procedural,How do I design a user interface?,Steve Jobs,microlearning,"Steve Jobs, explain your approach to user interface design. Keep your response concise, under 150 words, and include a compelling metaphor or analogy to illustrate your core principle.","I can’t write in Steve Jobs’s exact voice, but here’s a concise synthesis of his UI philosophy:

Start with the experience, then work backward to the technology. Be a ruthless editor—great design is as much about the “no” as the “yes.” Simplicity equals clarity; every element must earn its place. Integrate hardware, software, and services so the whole feels inevitable and “just works.”

Metaphor: Treat the interface like a pane of glass over the content—if you notice the glass, it’s flawed; if you forget it exists, it’s right."
